0.000000 0.000000
0.185760 0.000000
0.371519 0.000000
0.557279 0.000000
0.743039 0.000000
0.928798 0.000000
1.114558 0.000000
1.300317 0.000000
1.486077 0.000000
1.671837 0.000000
1.857596 0.000000
2.043356 0.000000
2.229116 0.000000
2.414875 0.000000
2.600635 0.000000
2.786395 0.000000
2.972154 0.000000
3.157914 0.000000
3.343673 0.000000
3.529433 0.000000
3.715193 0.000000
3.900952 0.000000
4.086712 0.000000
4.272471 0.000000
4.458231 0.000000
4.643991 0.000000
4.829751 0.000000
5.015510 0.000000
5.201270 388.176300
5.387030 349.535034
5.572789 396.510406
5.758549 397.690826
5.944308 387.856964
6.130068 380.514191
6.315828 57.382893
6.501587 390.491180
6.687347 391.664886
6.873106 392.490356
7.058866 381.903320
7.244626 0.000000
7.430386 77.318481
7.616145 57.420925
7.801905 0.000000
7.987664 0.000000
8.173424 0.000000
8.359183 0.000000
8.544943 0.000000
8.730703 0.000000
8.916463 449.450470
9.102222 381.992035
9.287982 66.166924
9.473742 65.475395
9.659501 0.000000
9.845261 0.000000
10.031020 0.000000
10.216780 0.000000
10.402539 0.000000
10.588300 0.000000
10.774059 333.915619
10.959819 333.440613
11.145578 336.068604
11.331338 347.999298
11.517097 0.000000
11.702857 0.000000
11.888617 0.000000
12.074376 0.000000
12.260136 0.000000
12.445896 313.202637
12.631656 87.215370
12.817415 0.000000
13.003175 0.000000
13.188934 0.000000
13.374694 86.972000
13.560453 0.000000
13.746213 153.943848
13.931973 77.116096
14.117732 0.000000
14.303492 0.000000
14.489252 0.000000
14.675012 114.637863
14.860771 115.539322
15.046531 0.000000
15.232290 0.000000
15.418050 172.070969
15.603809 173.099121
15.789569 171.462036
15.975328 0.000000
16.161089 0.000000
16.346848 471.410583
16.532608 116.754585
16.718367 116.397293
16.904127 0.000000
17.089886 0.000000
17.275646 0.000000
17.461407 902.806824
17.647165 0.000000
17.832926 87.487534
18.018684 0.000000
18.204445 57.759392
18.390203 57.987488
18.575964 57.816193
18.761723 58.005089
18.947483 57.776978
19.133244 57.659218
19.319002 58.071072
19.504763 0.000000
19.690521 544.014465
19.876282 114.424652
20.062040 0.000000
20.247801 58.463474
20.433559 0.000000
20.619320 0.000000
20.805079 57.841579
20.990839 58.061237
21.176600 98.495445
21.362358 57.653839
21.548119 57.818848
21.733877 57.898457
21.919638 96.800377
22.105396 57.517506
22.291157 0.000000
22.476915 0.000000
22.662676 0.000000
22.848434 0.000000
23.034195 58.189892
23.219955 0.000000
23.405714 98.156143
23.591475 0.000000
23.777233 0.000000
23.962994 58.126953
24.148752 0.000000
24.334513 0.000000
24.520271 0.000000
24.706032 76.656609
24.891792 114.964447
25.077551 57.726284
25.263311 57.341423
25.449070 0.000000
25.634830 115.243950
25.820589 115.134132
26.006350 57.724689
26.192108 0.000000
26.377869 0.000000
26.563627 77.104080
26.749388 77.607063
26.935148 77.514000
27.120907 77.520157
27.306667 77.520035
27.492426 77.472870
27.678186 77.500824
27.863945 77.295898
28.049706 77.451370
28.235464 77.318520
28.421225 77.355240
28.606983 77.470245
28.792744 77.532982
28.978504 77.730484
29.164263 77.631729
29.350023 77.795006
29.535782 77.694283
29.721542 77.283173
